Oliver Cromwell,spreading revolution,CS
Jeremy Clarkson,insulting minorities,CS
Ray Charles,singing the blues,CS
Rush Limbaugh,spreading political gossip,CS
Inspector Endeavour Morse,solving crimes,DS
George Orwell,writing political tracts,CS
Conchita Wurst,singing pop songs,CS + DS
Margaret Mead,bridging cultures ,CS + DS
Woody Allen,worrying about health,CS
Oscar Wilde,writing plays,CS
Noël Coward,coining sparkling witticisms,CS + DS
Hedda Hopper,spreading political gossip,CS
Janet Jackson,singing pop songs,CS
Scipio Africanus,fighting barbarian hordes,CS
Daniel Craig,starring in action movies,CS
Fred Astaire,starring in musical comedies,CS
Queen Victoria,ruling over subjects,CS
Pope Benedict XVI,ranting about liberals,CS
Judge Joe Dredd,tracking down criminals,DS
Batman,pursuing criminals,DS
George Orwell,warning about totalitarianism,CS + DS
Ferdinand Magellan,exploring the new world,CS + DS
Basil Fawlty,condescending to customers,DS
Mick Jagger,writing rock songs,CS
Leroy Jethro Gibbs,solving crimes,DS
Leroy Jethro Gibbs,solving mysteries,DS
Norma Desmond,clinging to past dreams,DS
Leroy Jethro Gibbs,finding clues,DS
Oliver Cromwell, fighting with swords,CS
Mae West,trading innuendo,CS
Hugh Hefner,dating centrefolds,CS
Professor Charles Xavier,teaching the next generation,DS
Harvey Weinstein,chasing after women,CS
Inspector Endeavour Morse,solving mysteries,DS
Jack Reacher,finding clues,DS
Rembrandt,painting colorful pictures,CS + DS
Bono,singing rock songs,CS + DS
Dorothy Parker,making witty remarks,CS + DS
Martin Luther King,fighting for democracy,CS
Wernher von Braun,building rocket ships,CS
Norma Desmond,seducing toy boys,DS
Harvey Weinstein,making movies,CS
Niccolò Machiavelli,currying favour,CS
Sam Winchester,killing demons,DS
Dorian Gray,avoiding growing old,DS
Sinead O'Connor,singing pop songs,CS
Tony Stark,developing new technologies ,DS
Sam Winchester,killing monsters,DS
Tony Stark,running a software company,DS
Lance Armstrong,taking anabolic steroids,CS
Martin Luther King,promoting pacifism,CS + DS
Judge Joe Dredd,preventing crime,DS
Commander Data,piloting a spaceship,DS
Bono,preaching to presidents,CS
Inspector Jacques Clouseau,solving mysteries,DS
Johnny Carson,hosting a late night chat show,CS
Woody Allen,directing Hollywood movies,CS
Michael O'Leary,running a budget airline,CS
Salman Rushdie,surviving fatwas,CS
Kylo Ren,promoting the Dark Side,DS
Joe Louis,knocking out opponents,CS
Donald Rumsfeld,holding evasive press conferences,CS
Joe Louis,winning heavyweight titles,CS
Oliver Cromwell,leading revolts,CS
Elon Musk,developing new technologies,CS
Sam Winchester,hunting demons,DS
King David,ruling over subjects,CS
Jeff Koons,making modern art,CS
Martha Stewart,cooking dinners,CS + DS
Kim Jung-un,enriching uranium,CS + DS
Niccolò Machiavelli,wielding political power,CS + DS
RuPaul,cross-dressing in women's clothes,CS + DS
The Joker,laughing maniacally,DS
Wilson Kingpin Fisk,devising evil schemes,DS
Noël Coward,writing plays,CS
Conan the Barbarian,stealing jewels,DS
Darth Maul,duelling acrobatically,DS
O.J. Simpson,signing sports memorabilia,CS
Frank Underwood,wielding political power,DS
Friedrich Nietzsche,promoting humanism,CS
Hercule Poirot,solving crimes,DS
Katy Perry,writing pop songs,CS
Jeff Koons,selling kitsch,CS
Ray Charles,singing pop songs,CS
Donald Rumsfeld,blanketing staff with memos,CS
Mark Fuhrman,abusing minorities,CS
Otto von Bismarck,wielding political power,CS
John Merrick,eluding the public gaze,CS
Pyotr Ilyich Tchaikovsky,composing classical music,CS + DS
Coriolanus Snow,running an empire,DS
Sam Winchester,hunting monsters,DS
Mel Gibson,directing action movies,CS
Sterling Archer,kicking ass,DS
Donald Rumsfeld,promoting new wars,CS
The Joker,spreading fear,DS
Carrie Bradshaw,writing about sex,DS
Fred Astaire,starring in Hollywood movies,CS
The Joker,causing mayhem,DS
Jeff Koons,making kitsch,CS
Gandalf the Grey,studying magic,DS
Salman Rushdie,hiding from extremists,CS
Mae West,making lewd remarks,CS + DS
Commander Data,promoting logical thinking,DS
Tyra Banks,selling cosmetics,CS
Ariana Grande,singing pop songs,CS + DS
Karl Marx,promoting communism,CS
Batman,preventing crime,DS
Commander Data,applying science,DS
Inspector Jacques Clouseau,solving crimes,DS
Christina Aguilera,writing pop songs,CS
Chewbacca,piloting a spaceship,DS
Dorothy Parker,writing short stories,CS
Darth Maul,promoting the Dark Side,DS
Friedrich Nietzsche,spreading philosophy,CS
Arya Stark,seeking revenge,DS
Michael O'Leary,selling cheap airline seats,CS
Neil Armstrong,staring at the moon,CS
Kim Philby,changing sides,CS
James Brown,writing blues songs,CS
Darth Maul,fighting the forces of good,DS
Lucille Ball,starring in sit-coms,CS
Saga Norén,finding clues,DS
Travis Bickle,talking to mirrors,DS
Dorothy Parker,writing for the New Yorker,CS
Conan the Barbarian,fighting barbarian hordes,DS
Inspector Endeavour Morse,interpreting evidence,DS
Inspector Endeavour Morse,finding clues,DS
Daniel Craig,starring in indy movies,CS
El Chappo,running a criminal enterprise,CS
Barbra Streisand,over-acting,CS
Jason Bourne,eluding the CIA,DS
Lucille Ball,starring in madcap comedies,CS
Norma Desmond,dreaming of yesteryear,DS
Woody Allen,writing Hollywood movies,CS
Commander Data,promoting science,DS
Kim Philby,betraying friends,CS
Hercule Poirot,extracting confessions,DS
Jeff Bezos,running a business empire,CS + DS
Gandalf the Grey,performing magic tricks,DS
Oscar Wilde,writing short stories,CS
Charles Foster Kane,publishing newspapers,DS
Hercule Poirot,pursuing criminals,DS
Pinocchio,wanting to be a real person,DS
Rush Limbaugh,promoting conservative values,CS + DS
Jeff Koons,selling modern art,CS
Chewbacca,fighting for the rebel alliance,DS
Carrie Bradshaw,gossiping with galpals,DS
Daniel Craig,playing James Bond,CS + DS
Queen Victoria,running a kingdom,CS
Krusty the Clown,introducing cartoons,DS
Mark Fuhrman,lying on the stand,CS
Joe DiMaggio,playing baseball,CS + DS
Jason Bourne,killing people in ingenious ways,DS
Professor Charles Xavier,promoting diversity,DS
Wilson Kingpin Fisk,amassing wealth,DS
Charles Foster Kane,running a newspaper empire,DS
Dirty Harry Callahan,punishing criminals,DS
Nurse Ratched,terrorizing employees,DS
Kim Jung-un,crushing dissent,CS
James Brown,singing blues songs,CS
Kim Philby,leaking information,CS + DS
Travis Bickle,planning assassinations,DS
Oscar Wilde,coining sparkling witticisms,CS + DS
George Michael,writing pop songs,CS
Jamie Oliver,running restaurants,CS
Sam Winchester,drinking demon blood,DS
Lance Armstrong,riding a bicycle,CS
Krusty the Clown,telling bad jokes,DS
George Orwell,writing polemics,CS
Ray Charles,writing pop songs,CS
Lance Armstrong,pedalling furiously,CS + DS
Yoda,teaching the next generation,DS
Whitney Houston,writing pop songs,CS
Coriolanus Snow,running a bureaucracy,DS
Hugh Hefner,popping Viagra,CS
Niccolò Machiavelli,developing cunning plans,CS
Pablo Escobar,running a smuggling business,CS
Charles Foster Kane,running for governor,DS
Batman,tracking down criminals,DS
Bono,avoiding taxes,CS
Batman,punishing criminals,DS
Tomás de Torquemada,extracting confessions,CS + DS
Martin Luther King,promoting racial harmony,CS
Ferdinand Magellan,searching for a new world,CS
Mel Gibson,driving under the influence,CS
Jeff Bezos,selling consumer goods,CS
Gandalf the Grey,blowing smoke rings,DS
Jack Reacher,interpreting evidence,DS
George Michael,singing pop songs,CS
O.J. Simpson,making threatening phone calls,CS
Diana Ross,writing pop songs,CS
Carrie Bradshaw,shopping for shoes,DS
George Orwell,promoting liberalism,CS
Frank Underwood,directing the business of state,DS
Martha Stewart,running a media empire,CS
Kylo Ren,fighting the forces of good,DS
G. Gordon Liddy,bugging political rivals,CS + DS
Peter Rabbit,eating carrots,DS
Donald Rumsfeld,offering gnostic advice,CS
Oscar Wilde,coining epigrams,CS
Sterling Archer,going on commando missions,DS
Liza Minnelli,singing torch songs,CS
Jamie Oliver,cooking dinners,CS
Stewie Griffin,plotting against family members,DS
Kim Philby,selling out,CS
O.J. Simpson,shilling for rental car companies,CS
Tomás de Torquemada,promoting conservative values,CS
Woody Allen,directing comedies,CS
Salman Rushdie,writing modern fiction,CS
Conan the Barbarian,defending the weak,DS
Stewie Griffin,developing new technologies ,DS
Donald Rumsfeld,writing hawkish memos,CS
Barbra Streisand,singing torch songs,CS
Hedda Hopper,ranting about liberals,CS
Ariana Grande,writing pop songs,CS
Noël Coward,singing parody songs,CS
Saga Norén,interpreting evidence,DS
Scipio Africanus,winning battles,CS
Cher,writing pop songs,CS
Christina Aguilera,singing pop songs,CS
Bernard Madoff,cheating clients,CS
G. Gordon Liddy,promoting conservative values,CS
Sterling Archer,performing kung-fu moves,DS
Hugh Hefner,publishing soft pornography,CS
Saga Norén,solving crimes,DS
Basil Fawlty,beating menial staff,DS
G. Gordon Liddy,pulling dirty political tricks,CS
Vladimir Lenin,arguing against capitalism,CS
Dirty Harry Callahan,tracking down criminals,DS
G. Gordon Liddy,ranting about liberals,CS
Kim Philby,stabbing in the back,CS
Pablo Escobar,running a crime family,CS
Billie Holiday,singing torch songs,CS
Batman,solving crimes,DS
Rihanna,writing pop songs,CS
Monica Lewinsky,causing political scandals,CS
John Merrick,hiding from the public,CS
Conan the Barbarian,foiling the schemes of evil villains,DS
Tomás de Torquemada,promoting Catholic values,CS
Yoda,duelling acrobatically,DS
Pablo Escobar,running a criminal enterprise,CS + DS
Hercule Poirot,tricking criminals,DS
Winnie the Pooh,cooking for friends,DS
Frank Underwood,climbing social ladders,DS
Pinocchio,playing poker badly,DS
Professor Charles Xavier,running a school for gifted teens,DS
Billie Holiday,singing jazz songs,CS
Tony Stark,running a hardware company,DS
Travis Bickle,expressing violent urges,DS
Tony Stark,running a multinational corporation,DS
Joe Louis,winning boxing matches,CS
Whitney Houston,singing pop songs,CS
Neil Armstrong,going for a spacewalk,CS + DS
Kim Jung-un,amassing nuclear weapons,CS
Chewbacca,doing the Kessel run,DS
Neil Armstrong,commanding a spaceship,CS
Elon Musk,pioneering new technologies,CS
Optimus Prime,transforming into vehicles,DS
Karl Marx,arguing against capitalism,CS
Optimus Prime,fighting decepticons,DS
Jamie Oliver,promoting healthy eating,CS
Scipio Africanus,fighting Carthaginians,CS
Ivanka Trump,running a business empire,CS
Rembrandt,painting self-portraits,CS
Coriolanus Snow,crushing dissent,DS
Inspector Jacques Clouseau,interpreting evidence,DS
Karl Marx,fighting for worker's rights,CS
Mel Gibson,making antisemitic remarks,CS + DS
Dirty Harry Callahan,preventing crime,DS
Mark Fuhrman,planting evidence,CS
Vladimir Lenin,promoting communism,CS + DS
Commander Data,promoting logical thinking,DS
Dorian Gray,practicing good skin care,DS
Liza Minnelli,over-acting,CS
Professor Charles Xavier,teaching young mutants,DS
Woody Allen,starring in Hollywood movies,CS
Yoda,fighting for the resistance,DS
Wilson Kingpin Fisk,running a crime family,DS
Hedda Hopper,promoting conservative values,CS
Batman,tricking criminals,DS
Martha Stewart,writing cook books,CS
Kylo Ren,duelling acrobatically,DS
Charles Foster Kane,promoting yellow journalism,DS
Inspector Jacques Clouseau,finding clues,DS
Rihanna,singing pop songs,CS
Jeremy Clarkson,test-driving cars,CS + DS
King David,running a kingdom,CS
Pippi Longstocking,playing pranks,DS
Oliver Cromwell,instigating rebellion,CS
Saga Norén,solving mysteries,DS
Mary Poppins,looking after children,DS
Jeremy Clarkson,hosting automotive shows,CS
Diana Ross,singing pop songs,CS
