Woody Allen,directing comedies,CS
Dexter Morgan,analyzing murder scenes,DS
John Constantine,exorcising demons,DS
Morrissey,singing pop songs,CS
Tina Turner,singing rock songs,CS
El Chappo,running a crime family,CS
Woody Allen,directing Hollywood movies,CS
Richard Dawkins,explaining natural selection,CS
Joseph Smith,recruiting dissidents,CS + DS
Bruce Banner,flying into a rage,DS
Gustavo Fring,running a criminal empire,DS
Buzz Aldrin,piloting a spaceship,CS
Jack The Ripper,eluding capture,CS + DS
Bob Cratchit,writing in ledgers,DS
Maximus Decimus Meridius,killing rival gladiators,DS
Morgana Le Fay,teaching magic,DS
Rick Sanchez,inventing electrical marvels,DS
Simon Cowell,starring in reality TV shows,CS
Uriah Heap,making patronising comments,DS
J. Edgar Hoover,ordering wire-taps,CS
Matt Daredevil Murdock,solving crimes,DS
Pope Benedict XVI,promoting Catholic values,CS
Darth Maul,promoting the Dark Side,DS
Oprah Winfrey,interviewing politicians,CS
Batman,tricking criminals,DS
Tom Wolfe,writing about social problems,CS
Dean Winchester,killing demons,DS
Judas Iscariot,betraying friends,CS + DS
Tyler Durden,subverting social conventions,DS
Barney Stinson,womanizing,DS
Steve Martin,starring in comedies,CS
Hedda Hopper,promoting conservative values,CS + DS
Lord Voldemort,meddling in the dark arts,DS
Newt Gingrich,promoting conservative values,CS
J. Edgar Hoover,cross-dressing in women's clothes,CS
Spider-Man,tricking criminals,DS
Frank Columbo,extracting confessions,DS
O.J. Simpson,shilling for rental car companies,CS
Michael Myers,killing teenagers,DS
Hannibal Lecter,eating people,DS
Harvey Weinstein,making movies,CS
Le Chiffre,playing Baccarat ,DS
Bono,avoiding taxes,CS
Jack Nicholson,starring in romantic comedies,CS
Tyra Banks,selling cosmetics,CS
Dorothy Parker,writing short stories,CS
H.P. Lovecraft,writing horror stories,CS
Tyler Durden,attacking consumerism,DS
Morrissey,writing pop songs,CS
Becky Sharp,climbing social ladders,DS
Batman,solving crimes,DS
Jeremy Clarkson,insulting minorities,CS
H.P. Lovecraft,writing for pulp magazines,CS
Oscar Wilde,coining epigrams,CS
Amy Schumer,starring in comedies,CS
Giacomo Casanova,womanizing,CS
Judge Judy Sheindlin,delivering judgments,CS
Nancy Drew,solving crimes,DS
Mad Max Rockatansky,defending the weak,DS
Hillary Clinton,campaigning for the presidency,CS
Sean Hannity,interviewing celebrities,CS
Karen Carpenter,writing pop songs,CS
Father Ted,preaching tolerance,DS
George Orwell,promoting liberalism,CS
Tony Stark,developing new technologies ,DS
Morpheus,raging against the machine,DS
Tyler Durden,making soap,DS
Walt Longmire,solving crimes,CS
Madonna,writing pop songs,CS
Lucille Ball,starring in sit-coms,CS
Hannibal Lecter,eluding FBI profilers,DS
Michael Myers,creating nightmares,DS
Oscar Wilde,scandalizing polite society,CS
Tom Cruise,promoting Scientology,CS
Tony DiNozzo,solving mysteries,DS
Maximus Decimus Meridius,fighting with swords,DS
Queen Victoria,ruling over subjects,CS
Buzz Aldrin,piloting the lunar module,CS
George Armstrong Custer,leading armies into battle,CS
Barbie,promoting hair products,DS
Jesus Christ,promoting charity,CS + DS
Ophelia,handing out flowers,DS
Sam Winchester,killing monsters,DS
Mr. Krabs,running a fast-food business,DS
Ray Charles,singing pop songs,CS
Barney Gumble,burping,DS
Hedda Hopper,spreading political gossip,CS
George Orwell,warning about totalitarianism,CS
Woody Allen,writing Hollywood movies,CS
Mister Magoo,causing mayhem,DS
Ray Charles,singing the blues,CS
Harry S. Truman,campaigning for the presidency,CS
El Chappo,running a criminal enterprise,CS
Ronald Reagan,promoting conservative values,CS
George Armstrong Custer,developing military strategies,CS
Freddy Krueger,killing teenagers,DS
Giacomo Casanova,chasing after women,CS
Marcel Duchamp,challenging artistic norms,CS
Friedrich Nietzsche,spreading philosophy,CS
Anthony Scaramucci,ranting about liberals,CS
Dr. Greg House,finding clues,DS
Mae West,trading innuendo,CS + DS
Warren Buffett,giving investment advice,CS
Batman,solving crimes,DS
Popeye,foiling the schemes of evil villains,DS
Eleanor Rigby,performing household chores,CS + DS
Katy Perry,writing pop songs,CS
Professor Charles Xavier,teaching the next generation,DS
Harry S. Truman,wielding political power,CS
Jeremy Paxman,interviewing politicians,CS
Socrates,writing on wax tablets,CS + DS
Rihanna,writing pop songs,CS + DS
Fletcher Christian,expressing dissent,CS
Mad Max Rockatansky,surviving in a post-apocalyptic world,DS
René Descartes,teaching philosophy,CS
Batman,preventing crime,DS
Nigel Tufnel,turning it up to 11,DS
Sonny Crockett,preventing crime,DS
Dr. Dre,singing Hipbop songs,CS
Oprah Winfrey,interviewing celebrities,CS
King Richard III,devising evil schemes,CS
Dean Winchester,eating bacon cheeseburgers,DS
Quentin Tarantino,directing violent movies,CS
Pablo Escobar,running a criminal enterprise,CS
Bruce Banner,losing control,DS
Napoleon Bonaparte,leading armies into battle,CS
Matt Groening,writing comedy,CS
Katharine Hepburn,starring in Hollywood movies,CS + DS
Bono,preaching to presidents,CS
Neil Armstrong,commanding a spaceship,CS + DS
Edward Scissorhands,making topiary sculptures,DS
General Zod,seeking revenge,DS
Jesus Christ,spreading Christianity,CS
George Orwell,writing political tracts,CS
Yoda,teaching the next generation,DS
Emmeline Pankhurst ,campaigning for social causes,CS
Michael Myers,terrorizing sleepers,DS
Judge Joe Dredd,tracking down criminals,DS
Croesus,ruining an empire,CS
Dorothy Parker,writing for the New Yorker,CS + DS
Wyatt Earp,arresting criminals,CS + DS
Janet Jackson,singing pop songs,CS + DS
Michael O'Leary,promoting air travel,CS
Ariana Grande,singing pop songs,CS
Queen Victoria,running a kingdom,CS + DS
Pope Francis,promoting Catholic values,CS
Morty Smith,spying on girls,DS
Simon Cowell,manipulating ingenues,CS
Sam Winchester,drinking demon blood,DS
Tom Cruise,starring in Hollywood movies,CS
Sarah Palin,ranting about liberals,CS
Samwise Gamgee,planting daffodils,DS
Dr. John Watson,writing up case notes,DS
Friedrich Nietzsche,promoting humanism,CS + DS
Gianni Versace,designing clothes,CS
Lucifer,burning the wicked,DS
Joe DiMaggio,playing baseball,CS + DS
Kim Jung-un,crushing dissent,CS + DS
Optimus Prime,transforming into vehicles,DS
Grigori Rasputin,manipulating political pawns,CS
Ron Burgundy,preening in front of the mirror,DS
Sitting Bull,leading revolts,CS + DS
Matt Groening,drawing whimsical cartoons,CS + DS
Jesus Christ,curing lepers,CS
Hillary Clinton,frowning at errant husbands,CS
Jeremy Paxman,posing pointed questions,CS
Harvey Dent,convicting criminals,DS
Beetlejuice,laughing maniacally,DS
Napoleon Bonaparte,developing military strategies,CS
Marcel Duchamp,reusing readymades,CS
Karen Carpenter,playing drums,CS
Mrs. Doubtfire,impersonating women,DS
Madonna,promoting Kaballah,CS
O.J. Simpson,making threatening phone calls,CS
Bette Midler,singing torch songs,CS
Quentin Tarantino,promoting movie violence,CS
Sonny Crockett,arresting drug dealers,DS
Gandalf the Grey,studying magic,DS
Rico Tubbs,punishing criminals,DS
Pablo Escobar,running a crime family,CS
Sir Lancelot,fighting with swords,DS
Ebenezer Scrooge,terrorizing employees,DS
Jason Bourne,eluding the CIA,DS
Father Ted,spreading Christianity,DS
Jerry Lee Lewis,playing rock piano,CS
Jack Bauer,chasing terrorists,DS
Napoleon Bonaparte,running an empire,CS
Rico Tubbs,tracking down criminals,DS
Sarah Palin,making political gaffes,CS
Superman,reporting the news,DS
P. T. Barnum,piquing public interest,CS
Freddy Krueger,creating nightmares,DS
Matt Daredevil Murdock,extracting confessions,DS
Harvey Weinstein,seducing women,CS
Lord Byron,womanizing,CS
Thomas Edison,patenting new technologies ,CS
Obi-wan Kenobi,fighting for the resistance,DS
Jack Bauer,punishing terrorists,DS
John Rambo,eluding authorities,DS
Maximus Decimus Meridius,commanding Roman legions,DS
Gianni Versace,pushing haute couture,CS
Orson Welles,starring in Hollywood movies,CS
Uriah Heap,practicing insincerity,DS
Wilbur Wright,testing new technologies,CS
Thomas Edison,pioneering new technologies,CS + DS
Dr. Greg House,treating diseases,DS
Spider-Man,solving crimes,DS
Dorian Gray,practicing good skin care,DS
Dean Winchester,killing monsters,DS
Selena Gomez,writing pop songs,CS
Bruce Banner,bursting out of shirts,DS
Optimus Prime,fighting decepticons,DS
Louis Pasteur,studying science,CS
Sam Winchester,hunting monsters,DS
William the Conqueror,running a kingdom,CS + DS
Marco Pierre White,selling stock cubes,CS
Buddy Holly,singing pop songs,CS
Lucifer,promoting wickedness,DS
Oscar Wilde,coining sparkling witticisms,CS
Jack Bauer,tracking down terrorists,DS
Boy George,writing pop songs,CS
