Matt Daredevil Murdock,maintaining a secret identity,DS
Joe Louis,winning boxing matches,CS
Voltaire,promoting liberal values,CS
Mae West,starring in Hollywood movies,CS
Ellen DeGeneres,interviewing celebrities,CS + DS
Mick Jagger,singing rock songs,CS
Marco Pierre White,running restaurants,CS + DS
Kim Philby,betraying friends,CS
Boudicca,instigating rebellion,CS
Morpheus,recruiting dissidents,DS
Lucifer,tempting the innocent,DS
Saga Norén,interpreting evidence,DS
William the Conqueror,ruling over subjects,CS + DS
Benedict Arnold,selling out,CS
Rupert Murdoch,running a media empire,CS
Yoda,fighting for the resistance,DS
Gordon Gekko,launching hostile takeovers,DS
Amy Schumer,making vulgar jokes,CS
Confucius,teaching the next generation,CS + DS
Agent Phil Coulson,appreciating vintage collectibles,DS
Tracy Jordan,starring in comedies,DS
Sheldon Cooper,creating annoying rules,DS
Sam Winchester,killing demons,DS
Oscar Wilde,scandalizing polite society,CS + DS
Vladimir Lenin,fighting for worker's rights,CS
John Constantine,smoking Silk Cut cigarettes,DS
Dexter Morgan,killing murderers,DS
Joey Tribbiani,acting off-off-Broadway,DS
Hellboy,battling the forces of darkness,DS
Kylo Ren,duelling acrobatically,DS
Charlie Harper,composing advertizing jingles,DS
Bruce Banner,bursting out of shirts,DS
John Merrick,eluding the public gaze,CS + DS
Chewbacca,doing the Kessel run,DS
Oscar Wilde,coining epigrams,CS
O.J. Simpson,shilling for rental car companies,CS
Joan of Arc,fighting with swords,CS + DS
Michael Jackson,writing pop songs,CS
Thomas Neo Anderson,bending spoons,DS
Sheldon Cooper,promoting science,DS
Lex Luthor,collecting green Kryponite,DS
Joe Louis,knocking out opponents,CS + DS
Bernard Madoff,cheating clients,CS
Nigel Tufnel,playing rock music,DS
Emmeline Pankhurst , fighting for democracy,CS
Orson Welles,starring in Hollywood movies,CS
Sauron,building an army,DS
Michael Jackson,singing pop songs,CS
Howard Hughes,building airplanes,CS
Meghan Markle,racking up marriages,CS
Sappho,writing poetry,CS + DS
Emmeline Pankhurst ,campaigning for social causes,CS + DS
Conchita Wurst,cross-dressing in women's clothes,CS
Ophelia,singing bawdy songs,DS
Tina Turner,gyrating hips,CS + DS
Helen of Troy,worrying about adultery,DS
Mr. Krabs,running a fast-food business,DS
Gordon Gekko,promoting capitalism,DS
Donald Trump,postulating bizarre theories,CS
Basil Fawlty,running a hotel,DS
Vladimir Lenin,promoting communism,CS + DS
Martin Luther King,fighting for democracy,CS
Pope Benedict XVI,ranting about liberals,CS
Walt Longmire,interpreting evidence,CS
Orville Wright,developing new technologies ,CS
Boris Johnson,making political gaffes,CS
Severus Snape,performing magic tricks,DS
Quentin Tarantino,promoting movie violence,CS + DS
Monica Lewinsky,doing diet commercials,CS + DS
Napoleon Bonaparte,leading armies into battle,CS
Kim Jong-Il,enriching uranium,CS
Edmund Blackadder,manipulating political pawns,DS
Diana Ross,singing pop songs,CS
Lex Luthor,striving for world domination,DS
Jeff Koons,selling kitsch,CS
Saruman the White,preparing for war,DS
Adolf Hitler,launching a war,CS + DS
Mr. Spock,promoting logical thinking,DS
Inspector Jacques Clouseau,interpreting evidence,DS
Colin Farrell,starring in Hollywood movies,CS
Nigel Tufnel,turning it up to 11,DS
Sheldon Cooper,studying science,DS
Doctor Stephen Strange,teaching magic,DS
Chewbacca,fighting for the rebel alliance,DS
Travis Bickle,talking to mirrors,DS
Morpheus,searching for the messiah,DS
Hannibal Lecter,eluding FBI profilers,DS
Winston Churchill,promoting democracy,CS
Ed Wood,directing bad movies,CS
Hellboy,smoking cigars,DS
John Rambo,fighting guerilla wars,DS
Edmund Blackadder,climbing social ladders,DS
Tomás de Torquemada,promoting Catholic values,CS
Sarah Palin,making political gaffes,CS
Sergey Brin,performing Web searches,CS
Christina Aguilera,singing pop songs,CS
James Cook,exploring foreign countries,CS + DS
Silvio Berlusconi,throwing Bunga Bunga parties,CS
Montgomery Burns,amassing wealth,DS
Gordon Gekko,making money,DS
Barney Stinson,promoting capitalism,DS
Colin Farrell,starring in indy movies,CS + DS
Monica Geller,cooking for friends,DS
Adrian Monk,solving crimes,DS
Doc Emmett Brown,developing new technologies,DS
Professor Charles Xavier,reading minds,DS
O.J. Simpson,signing sports memorabilia,CS
Roseanne Barr,ranting about liberals,CS
Bridget Jones,counting calories,DS
Sheldon Cooper,collecting comic books,DS
Bridget Jones,reading self-help books,DS
Le Chiffre,devising evil schemes,DS
Albus Dumbledore,studying magic tricks,DS
Liza Minnelli,over-acting,CS + DS
Hedda Hopper,ranting about liberals,CS
Walt Disney,making cartoons,CS
King Richard III,grabbing power,CS
Glenn Quagmire,chasing women,DS
Montgomery Burns,counting money,DS
Ernest Hemingway,writing short stories,CS + DS
Kylo Ren,promoting the Dark Side,DS
George Orwell,promoting liberalism,CS
Tracy Jordan,starring in Hollywood movies,DS
Morpheus,raging against the machine,DS
Ray Kroc,running a multinational corporation,CS + DS
Orson Welles,directing Hollywood movies,CS + DS
Bruce Wayne,maintaining a secret identity,DS
Ray Kroc,selling franchises,CS
Leonard Hofstadter,obeying annoying rules,DS
Robinson Crusoe,surviving a shipwreck,DS
Inspector Jacques Clouseau,finding clues,DS
Ed Wood,directing science fiction movies,CS
Kylo Ren,working for the forces of darkness,DS
Winston Churchill,coining sparkling witticisms,CS + DS
Mae West,making lewd remarks,CS
Peter Rabbit,eating carrots,DS
Marcel Duchamp,making subversive art,CS
John Wayne,starring in cowboy movies,CS
Leonard Hofstadter,studying science,DS
Donald Trump,building giant walls,CS
Willy Wonka,making chocolate,DS
Conan the Barbarian,defending the weak,DS
Yoda,duelling acrobatically,DS
Ray Kroc,running a fast-food business,CS
Gwyneth Paltrow,running a new-age website,CS
Colin Farrell,making unauthorized sex tapes,CS
Tyra Banks,modeling clothes,CS
Tony DiNozzo,finding clues,DS
Mata Hari,seducing miltary officers,CS + DS
Alan Turing,studying computability,CS
Richard Dawkins,explaining natural selection,CS
Leonard Hofstadter,collecting comic books,DS
Cher,writing pop songs,CS
Professor Charles Xavier,teaching young mutants,DS
Professor Charles Xavier,teaching the next generation,DS
LeBron James,playing basketball,CS
Batman,pursuing criminals,DS
Oscar Wilde,writing short stories,CS
Lucille Ball,starring in madcap comedies,CS
Glenn Quagmire,looking for sex,DS
Napoleon Bonaparte,running an empire,CS
Timothy McGee,interpreting evidence,DS
John Lennon,singing pop songs,CS
Bridget Jones,smoking cigarettes,DS
Mick Jagger,writing rock songs,CS
Noam Chomsky,studying linguistics,CS
Michael O'Leary,running a budget airline,CS
Frank Sinatra,singing middle-of-the-road songs,CS
Warren Buffett,running a business empire,CS + DS
Doctor Stephen Strange,performing magic tricks,DS
Gordon Ramsay,winning Michelin stars,CS
Christian Grey,seducing women,DS
Leonard Hofstadter,promoting science,DS
Tom Wolfe,writing modern fiction,CS
Jayne Mansfield,starring in Hollywood movies,CS + DS
Margaret Mead,bridging cultures ,CS
William Randolph Hearst,telling politicians what to do,CS
Helen of Troy,preparing for war,DS
Grigori Rasputin,climbing social ladders,CS
Bernard Madoff,running pyramid schemes,CS
Mother Teresa,feeding the poor,CS
Bruce Wayne,attending cocktail parties,DS
Richard Nixon,ranting about liberals,CS
Catherine The Great,running a kingdom,CS
Jesus Christ,curing lepers,CS
Batman,tracking down criminals,DS
Albus Dumbledore,teaching the next generation ,DS
Adrian Monk,tricking criminals,DS
Noam Chomsky,arguing with political opponents,CS
Marcel Duchamp,puncturing artistic sensibilities,CS
Jason Voorhees,slashing victims,DS
Monica Geller,arranging dinner parties,DS
Frasier Crane,probing the mind,DS
Rupert Murdoch,publishing newspapers,CS
Bob Cratchit,performing office chores,DS
John Lennon,campaigning for world peace,CS
Tyra Banks,selling cosmetics,CS + DS
Grigori Rasputin,wielding political power,CS
Batman,solving crimes,DS
John McCain,making maverick choices,CS
Charlie Harper,seducing young women,DS
Dirty Harry Callahan,tracking down criminals,DS
Bertie Wooster,chasing flappers,DS
Boris Johnson,engaging in hapless hijinks,CS
Walt Longmire,solving crimes,CS
Krusty the Clown,introducing cartoons,DS
George Smiley,rooting out spies,DS
Salman Rushdie,writing modern fiction,CS
Adrian Monk,solving mysteries,DS
Bill Gates,funding a cure for malaria,CS
Rico Tubbs,tracking down criminals,DS
Albus Dumbledore,performing magic tricks,DS
George Orwell,writing political tracts,CS
Giacomo Casanova,seducing women,CS
Matt Daredevil Murdock,extracting confessions,DS
Sarah Palin,promoting conservative values,CS
Uriah Heap,cooking the books,DS
Aristotle,teaching philosophy to future leaders,CS
Basil Fawlty,beating menial staff,DS
Mike Tyson,winning heavyweight titles,CS
Pyotr Ilyich Tchaikovsky,composing classical music,CS + DS
Professor Charles Xavier,promoting tolerance,DS
Howard Hughes,running an empire,CS
LeBron James,making dunk shots,CS
Dorothy Parker,making witty remarks,CS
George Orwell,warning about totalitarianism,CS
Wolverine,slashing victims,DS
Doc Emmett Brown,inventing time machines,DS
Richard Dawkins,promoting science,CS
Pythagoras,studying mathematics,CS
Boris Johnson,promoting conservative values,CS
Obi-wan Kenobi,promoting mysticism,DS
Ricky Martin,singing pop songs,CS
Barney Stinson,womanizing,DS
John Merrick,hiding from the public,CS
Lord Byron,writing romantic poetry,CS
Rico Tubbs,punishing criminals,DS
Lady Macbeth,wielding political power,DS
Jason Voorhees,killing teenagers,DS
Mike Tyson,winning boxing matches,CS
Michael Jackson,performing moon walks,CS
Winona Ryder,starring in Hollywood movies,CS
Doctor Stephen Strange,casting magic spells,DS
Chewbacca,smuggling contraband,DS
Thomas Jefferson,wielding political power,CS
George Michael,singing pop songs,CS
Saint Paul,promoting conservative values,CS + DS
JD Salinger,writing modern fiction,CS
Dexter Morgan,chasing murderers,DS
Violet Baudelaire,pioneering new technologies,DS
Truman Capote,writing modern fiction,CS
Mr. Krabs,pinching pennies,DS
Larry Page,building a search engine,CS
Joan of Arc,leading armies into battle,CS
Freddie Mercury,cross-dressing in women's clothes,CS
Richard Nixon,pulling dirty political tricks,CS
Donald Trump,investing in real estate,CS
Hedda Hopper,spreading political gossip,CS
Walt Longmire,finding clues,CS
Obi-wan Kenobi,fighting for the resistance,DS
Agent Phil Coulson,collecting Captain America trading cards,DS
Commissioner James Gordon,apprehending criminals,DS
Hannibal Lecter,eating census takers,DS
Conan the Barbarian,stealing jewels,DS
Timothy McGee,hacking into computers,DS
Sammy Davis Jr.,singing pop songs,CS + DS
Willy Wonka,pioneering new technologies,DS
Violet Baudelaire,inventing electrical marvels,DS
Bill Gates,making billions,CS
Batman,solving crimes,DS
Orville Wright,promoting new technologies,CS
Tyler Durden,engaging in bare-knuckle fighting,DS
Noël Coward,coining sparkling witticisms,CS
Ernest Hemingway,writing modern fiction,CS
Joey Tribbiani,seducing women,DS
Krusty the Clown,telling bad jokes,DS
William the Conqueror,fighting with swords,CS
Gustavo Fring,selling fried chicken,DS
Boris Johnson,ranting about liberals,CS
Pope Francis,promoting Catholic values,CS
Ed Wood,making bad movies,CS
Severus Snape,teaching Defence Against the Dark Arts,DS
Dirty Harry Callahan,preventing crime,DS
Quentin Tarantino,making violent movies,CS
Ridley Scott,making fantasy movies,CS
Albus Dumbledore,teaching magic,DS
Han Solo,smuggling contraband,DS
Winston Churchill,fighting for democracy,CS
Marty McFly,playing rock guitar,DS
Jean-Paul Sartre,chain-smoking Gauloises Bleues,CS
Adrian Monk,finding clues,DS
Kim Philby,changing sides,CS
Donald Rumsfeld,writing hawkish memos,CS
Warren Buffett,investing money,CS
Jeff Koons,selling modern art,CS
Charlie Harper,dating young women,DS
Dexter Morgan,revelling in blood spatter,DS
Holly Golightly,climbing social ladders,DS
Mark Fuhrman,commiting perjury,CS
Vladimir Lenin,arguing against capitalism,CS
Matt Daredevil Murdock,solving crimes,DS
Mrs. Doubtfire,looking after children,DS
Lex Luthor,making money,DS
Saruman the White,devising evil schemes,DS
Tina Turner,writing rock songs,CS
Jesus Christ,spreading Christianity,CS
Lance Armstrong,riding a bicycle,CS
Boudicca, spreading revolution,CS
Buddy Holly,singing pop songs,CS
Frank Sinatra,recording pop songs,CS
John Lennon,writing pop songs,CS
Harriet Tubman,fighting for civil rights,CS
William Randolph Hearst,running a media empire,CS
Quentin Tarantino,directing violent movies,CS
Ophelia,handing out flowers,DS
Karen Carpenter,playing drums,CS
Jerry Lee Lewis,playing rock piano,CS
Anthony Scaramucci,ranting about liberals,CS
Boy George,writing pop songs,CS
Bertie Wooster,playing the piano,DS
Jean-Paul Sartre,smoking Boyard cigarettes,CS
R2D2,eluding imperial storm-troopers,DS
Lucifer,laughing at God,DS
Travis Bickle,expressing violent urges,DS
Adolf Hitler,running a reich,CS
Matt Daredevil Murdock,pursuing criminals,DS
Sinead O'Connor,writing pop songs,CS
Thomas Jefferson,fighting for democracy,CS
Adrian Monk,obsessively washing hands,DS
Saga Norén,finding clues,DS
Rupert Murdoch,telling politicians what to do,CS + DS
Tony DiNozzo,solving mysteries,DS
Tyler Durden,causing mayhem,DS
Ricky Martin,gyrating hips,CS
Larry Page,running a tech giant,CS
Howard Hughes,running a movie studio,CS + DS
Thomas Neo Anderson,performing kung-fu moves,DS
Saruman the White,plotting with the enemy,DS
Saint Peter,promoting conservative values,CS + DS
Becky Sharp,climbing social ladders,DS
Archimedes,proving math theorems,CS
Mrs. Doubtfire,performing household chores,DS
Ray Kroc,selling fast food,CS
Commissioner James Gordon,arresting criminals ,DS
Joan Crawford,starring in Hollywood movies,CS
John Wayne,starring in war movies,CS
Bette Midler,singing torch songs,CS + DS
Matt Daredevil Murdock,tricking criminals,DS
Oscar Wilde,coining sparkling witticisms,CS
Inspector Endeavour Morse,solving crimes,DS
Superman,fighting for justice,DS
Ron Burgundy,reading the news,DS
Matt Drudge,spreading political gossip,CS
Willy Wonka,running a business empire,DS
Glenn Quagmire,exploiting women,DS
Steve Guttenberg,getting plastic surgery,CS
Sherlock Holmes,solving crimes,DS
Noël Coward,singing parody songs,CS
Stewie Griffin,developing new technologies ,DS
Catherine The Great,ruling over subjects,CS + DS
Michael O'Leary,promoting air travel,CS
Tom Wolfe,writing serialized stories,CS
Lucifer,burning the wicked,DS
Sammy Davis Jr.,writing pop songs,CS
Stewie Griffin,pioneering new technologies,DS
Lucifer,promoting wickedness,DS
Doc Emmett Brown,pioneering new technologies,DS
Larry Page,performing Web searches,CS + DS
Martin Luther King,fighting for civil rights,CS
Mae West,trading innuendo,CS + DS
Superman,foiling the schemes of evil villains,DS
Daniel Craig,starring in indy movies,CS + DS
Sarah Palin,ranting about liberals,CS
Mr. Krabs,selling fast food,DS
Uriah Heap,practicing insincerity,DS
William Randolph Hearst,publishing newspapers,CS
Ron Burgundy,preening in front of the mirror,DS
El Chappo,running a smuggling business,CS + DS
Robert E. Lee,developing military strategies,CS
John Travolta,dancing to disco music,CS
Basil Fawlty,condescending to customers,DS
Judge Judy Sheindlin,delivering judgments,CS
Sherlock Holmes,solving mysteries,DS
Scarlett Johansson,cross-dressing in women's clothes,CS
Gustavo Fring,selling chrystal meth,DS
Hugh Hefner,dating centrefolds,CS
George Smiley,running a clandestine spy organization,DS
Joe Louis,winning heavyweight titles,CS
Uriah Heap,making patronising comments,DS
Kylo Ren,fighting the forces of good,DS
Han Solo,piloting the Millenium Falcon,DS
Steve Guttenberg,making dumb comedies,CS
Batman,preventing crime,DS
James Cook,opening new markets,CS
G. Gordon Liddy,promoting conservative values,CS
Edgar Allan Poe,writing mystery stories,CS
King Richard III,amassing wealth,CS
Robert E. Lee,winning battles,CS + DS
Christian Grey,running a multinational corporation,DS
Tyler Durden,stealing human fat,DS
Howard Hughes,hiding from the public,CS
Nurse Ratched,terrorizing employees,DS
Alfred Nobel,promoting pacifism,CS
Bernard Madoff,running Ponzi schemes,CS
Mother Teresa,promoting Catholic values,CS
Severus Snape,running a school for gifted teens,DS
George Smiley,rooting out moles,DS
Willy Wonka,selling confectionary,DS
Roseanne Barr,making vulgar jokes,CS
Tina Turner,singing rock songs,CS
H.P. Lovecraft,writing for pulp magazines,CS
Dirty Harry Callahan,punishing criminals,DS
Noam Chomsky,promoting democracy,CS
Lance Armstrong,taking anabolic steroids,CS
Superman,defending the weak,DS
Chewbacca,piloting a spaceship,DS
Christian Grey,womanizing,DS
Monica Lewinsky,causing political scandals,CS
Anthony Scaramucci,promoting conservative values,CS
Gwyneth Paltrow,starring in Hollywood movies,CS
Sherlock Holmes,finding clues,DS
Kim Jong-Il,amassing nuclear weapons,CS + DS
Voltaire,writing novels,CS
Jeff Koons,making kitsch,CS + DS
William the Conqueror,leading armies into battle,CS
Basil Fawlty,terrorizing employees,DS
Lord Byron,womanizing,CS
Tyler Durden,attacking consumerism,DS
Tyler Durden,subverting social conventions,DS
Gwyneth Paltrow,raising new-age children,CS
Aristotle,teaching the next generation,CS
Martin Luther King,promoting racial harmony,CS + DS
Amy Winehouse,singing torch songs,CS + DS
Thomas Aquinas,teaching philosophy,CS + DS
Mary Poppins,looking after children,DS
Richard Nixon,bugging political rivals,CS
Jane Eyre,looking after children,DS
Thomas Jefferson,campaigning for democracy,CS
Adolf Hitler,opening a new front,CS
El Chappo,running a criminal enterprise,CS
Princess Diana,posing for photographs,CS + DS
John Wayne,walking like a man,CS
Ridley Scott,making science fiction movies,CS + DS
Jesus Christ,promoting charity,CS
H.P. Lovecraft,writing horror stories,CS
Rico Tubbs,solving crimes,DS
Superman,reporting the news,DS
Karen Carpenter,losing weight,CS
Dirty Harry Callahan,solving crimes,DS
Salman Rushdie,hiding from extremists,CS
René Descartes,spreading philosophy,CS + DS
John McCain,campaigning for the presidency,CS
Harvey Milk,campaigning for social causes,CS + DS
Thomas Neo Anderson,hacking into corporate mainframes,DS
Inspector Endeavour Morse,interpreting evidence,DS
Dorothy Parker,writing short stories,CS
Wolverine,foiling the schemes of evil villains,DS
Krusty the Clown,pushing shoddy merchandise,DS
Lex Luthor,promoting greed,DS
Stewie Griffin,inventing time machines,DS
Elvis Presley,starring in romantic comedies,CS
JD Salinger,hiding from the public,CS
Christian Grey,promoting capitalism,DS
Jeff Comic Book Guy Albertson,being condescending to customers,DS
Judge Judy Sheindlin,rooting out facts,CS
Chewbacca,piloting the Millenium Falcon,DS
Selma Bouvier,clipping coupons,DS
Jane Goodall,living amongst apes,CS
Kim Philby,selling out,CS
Walt Disney,directing animated films,CS
Colin Farrell,womanizing,CS
Winston Churchill,fighting against totalitarianism,CS
Thomas Aquinas,spreading philosophy,CS
Michael Jackson,playing pop music,CS
Charles Darwin,promoting Darwinism,CS
Obi-wan Kenobi,rescuing damsels in distress,DS
Robinson Crusoe,milking coconuts,DS
Dorothy Parker,writing for the New Yorker,CS + DS
R2D2,fighting for the rebel alliance,DS
Barney Stinson,seducing women,DS
Walt Disney,running a media empire,CS
Professor Charles Xavier,promoting diversity,DS
Frank Sinatra,starring in romantic comedies,CS
Jerry Lee Lewis,singing rock songs,CS
Saga Norén,solving crimes,DS
Mr. Spock,promoting science,DS
John Constantine,practicing the Occult,DS
Wolverine,punishing criminals,DS
George Orwell,writing polemics,CS
Robinson Crusoe,making home-made clothes,DS
Ed Wood,writing bad movies,CS
Diana Ross,writing pop songs,CS
Commissioner James Gordon,pursuing criminals,DS
Saddam Hussein,attacking neighbors,CS
Napoleon Bonaparte,winning battles,CS + DS
Buffy Summers,hunting monsters,DS
Jeff Comic Book Guy Albertson,selling comic books,DS
Albus Dumbledore,running a school for gifted teens,DS
Montgomery Burns,releasing the hounds,DS
Martha Stewart,running a media empire,CS
Walt Disney,running theme parks,CS
John Merrick,working in a freak show,CS
Giacomo Casanova,womanizing,CS
Monica Lewinsky,conducting illicit affairs,CS
Charles Darwin,explaining evolution,CS + DS
Bette Midler,over-acting,CS
Mick Jagger,gyrating hips,CS
Steve Martin,performing stand-up,CS
Louis Pasteur,studying science,CS + DS
Jeff Comic Book Guy Albertson,spouting movie trivia,DS
Mark Fuhrman,lying on the stand,CS
Saddam Hussein,suppressing minorities,CS
Tomás de Torquemada,promoting conservative values,CS
Truman Capote,writing short stories,CS
Mata Hari,spying for the enemy,CS
Yoda,teaching the next generation,DS
El Chappo,running a crime family,CS
Hannibal Lecter,eating people,DS
Karen Carpenter,writing pop songs,CS + DS
Kim Philby,stabbing in the back,CS
Bob Cratchit,writing in ledgers,DS
Bruce Wayne,running a multinational corporation,DS
Kim Philby,leaking information,CS
Anthony Scaramucci,making political gaffes,CS
Kim Jong-Il,crushing dissent,CS
Bridget Jones,keeping a diary,DS
Jean-Paul Sartre,popping amphetamines,CS
Adolf Hitler,organizing a putsch,CS
Daniel Craig,starring in action movies,CS
Johnny Depp,starring in Hollywood movies,CS + DS
Sauron,devising evil schemes,DS
Ernest Hemingway,writing about manly pursuits,CS
Batman,punishing criminals,DS
Karen Carpenter,singing pop songs,CS
Daniel Craig,playing James Bond,CS
Adolf Hitler,creating an axis of evil,CS
Nigel Tufnel,playing rock guitar,DS
Han Solo,fighting for the rebel alliance,DS
Silvio Berlusconi,throwing sex parties,CS
Amy Schumer,doing stand-up,CS
Rico Tubbs,arresting drug dealers,DS
Severus Snape,teaching the next generation,DS
Benedict Arnold,stabbing in the back,CS
Benedict Arnold,changing sides,CS
Frasier Crane,analyzing the sub-conscious,DS
Carrie Bradshaw,writing about sex,DS
Sauron,preparing for war,DS
Beatrix Potter,drawing whimsical cartoons,CS
Lady Macbeth,climbing social ladders,DS
Marco Pierre White,cooking dinners,CS
Inspector Jacques Clouseau,solving crimes,DS
Napoleon Bonaparte,developing military strategies,CS
Carrie Bradshaw,shopping for shoes,DS
John Rambo,eluding authorities,DS
Orville Wright,testing new technologies,CS + DS
Judge Judy Sheindlin,judging legal cases,CS
Marty McFly,playing rock music,DS
Martin Luther King,promoting pacifism,CS
Elvis Presley,gyrating hips,CS + DS
Caitlyn Jenner,campaigning for social causes,CS + DS
Mark Fuhrman,planting evidence,CS
Archimedes,studying mathematics,CS + DS
O.J. Simpson,playing golf,CS
Tyler Durden,making soap,DS
Mark Fuhrman,abusing minorities,CS
Marcel Duchamp,challenging artistic norms,CS + DS
Marco Pierre White,selling stock cubes,CS
Conchita Wurst,singing pop songs,CS
Richard Dawkins,ranting about religion,CS
Conan the Barbarian,fighting barbarian hordes,DS
Martha Stewart,cooking dinners,CS + DS
William the Conqueror,running a kingdom,CS
Marty McFly,traveling in time,DS
Bill Gates,pushing dodgy operating systems,CS + DS
Lance Armstrong,pedalling furiously,CS
Dexter Morgan,analyzing murder scenes,DS
Bruce Banner,flying into a rage,DS
Sergey Brin,building a search engine,CS
Walt Longmire,solving mysteries,CS
Mel Gibson,making antisemitic remarks,CS + DS
H.P. Lovecraft,writing purple prose,CS
Christina Aguilera,writing pop songs,CS
G. Gordon Liddy,bugging political rivals,CS + DS
Mrs. Doubtfire,impersonating women,DS
Liza Minnelli,singing torch songs,CS
Rico Tubbs,preventing crime,DS
Thomas Neo Anderson,nursing a messiah complex,DS
Buffy Summers,killing monsters,DS
Pope Benedict XVI,promoting conservative values,CS
Johannes Gutenberg,pioneering new technologies,CS
Tomás de Torquemada,extracting confessions,CS
Cher,singing pop songs,CS
Silvio Berlusconi,avoiding taxes,CS
Alan Turing,cracking enemy codes,CS + DS
Saga Norén,solving mysteries,DS
Noam Chomsky,promoting political causes,CS + DS
Elvis Presley,singing rock songs,CS
Voltaire,promoting enlightenment,CS + DS
Sophocles,writing plays,CS
Hedda Hopper,promoting conservative values,CS
