Dean Winchester,killing demons,DS
George Clooney,starring in indy movies,CS + DS
Mark Fuhrman,commiting perjury,CS
Dr. Dre,singing Hipbop songs,CS
Shylock,amassing wealth,DS
Batman,pursuing criminals,DS
Wolverine,punishing criminals,DS
Rick Deckard,retiring replicants,DS
Gustavo Fring,running a criminal empire,DS
Ella Fitzgerald,singing the blues,CS
Thomas Edison,pioneering new technologies,CS + DS
George Clooney,womanizing,CS
Gustavo Fring,deep-frying chicken,DS
Simone de Beauvoir,moaning about men,CS + DS
Zac Efron,making insipid musicals,CS
Donald Rumsfeld,holding evasive press conferences,CS
Carrie Bradshaw,shopping for shoes,DS
William the Conqueror,running a kingdom,CS
Father Ted,preaching tolerance,DS
William the Conqueror,fighting with swords,CS
Jack The Ripper,slashing victims,CS
Woody Allen,writing Hollywood movies,CS
Carrie Bradshaw,writing about sex,DS
Karl Marx,promoting communism,CS
Mark Fuhrman,planting evidence,CS
Edward Scissorhands,making topiary sculptures,DS
Mick Jagger,writing rock songs,CS
Bill Gates,funding a cure for malaria,CS
Sauron,devising evil schemes,DS
Mick Jagger,singing rock songs,CS
Woody Allen,starring in comedies,CS
Kim Jong-Il,crushing dissent,CS + DS
Marco Pierre White,cooking dinners,CS
Kim Philby,changing sides,CS
Larry Page,performing Web searches,CS
Norman Bates,spying on girls,DS
Mahatma Gandhi,promoting pacifism,CS
Waylon Smithers,fawning on the boss,DS
Woody Allen,starring in Hollywood movies,CS
Quentin Tarantino,directing violent movies,CS
Woody Allen,playing the clarinet,CS
Dean Winchester,eating bacon cheeseburgers,DS
Steve Jobs,running a hardware company,CS
Larry Page,building a search engine,CS
Sauron,building an army,DS
Mr. Darcy,making condescending remarks,DS
Norma Desmond,clinging to past dreams,DS
Simone de Beauvoir,promoting feminism,CS
O.J. Simpson,signing sports memorabilia,CS
Bill Gates,making billions,CS
Bette Davis,starring in Hollywood movies,CS
John Merrick,eluding the public gaze,CS
Thomas Edison,developing new technologies,CS
Ariana Grande,singing pop songs,CS + DS
Gustavo Fring,selling chrystal meth,DS
Thomas Edison,patenting new technologies ,CS
Winston Churchill,coining sparkling witticisms,CS
William the Conqueror,leading armies into battle,CS
Frasier Crane,probing the mind,DS
Perry Mason,solving mysteries,DS
Woody Allen,directing comedies,CS
Amelia Earhart,flying airplanes,CS
Jerry Lee Lewis,singing rock songs,CS
Frasier Crane,analyzing the sub-conscious,DS
Jerry Maguire,promoting greed,DS
Batman,maintaining a secret identity,DS
Woody Allen,directing Hollywood movies,CS
Kim Philby,selling out,CS
Carl Bernstein,following the money,CS
Father Ted,spreading Christianity,DS
Batman,solving crimes,DS
O.J. Simpson,making threatening phone calls,CS
Winston Churchill,fighting for democracy,CS
Kim Philby,stabbing in the back,CS
Carl Bernstein,reporting the news,CS
Marco Pierre White,selling stock cubes,CS + DS
Jack The Ripper,terrorizing prostitutes,CS + DS
Dean Winchester,hunting demons,DS
King David,running a kingdom,CS
Perry Mason,defending the innocent,DS
Frasier Crane,offering advice,DS
Ella Fitzgerald,singing torch songs,CS
William the Conqueror,ruling over subjects,CS
Kent Brockman,reading the news,DS
Edward Scissorhands,trimming bushes,DS
John Merrick,working in a freak show,CS
Steve Jobs,developing new technologies ,CS
Kim Jong-Il,enriching uranium,CS
Kent Brockman,hosting anodyne game shows,DS
Kim Jong-Il,amassing nuclear weapons,CS
Norman Bates,slashing victims,DS
Perry Mason,solving crimes,DS
Quentin Tarantino,promoting movie violence,CS
Steve Jobs,terrorizing employees,CS
Karl Marx,fighting for worker's rights,CS
Edward Snowden,leaking state secrets,CS + DS
Norman Bates,running a hotel,DS
Larry Page,running a tech giant,CS
O.J. Simpson,shilling for rental car companies,CS
Sauron,preparing for war,DS
Norma Desmond,seducing toy boys,DS
Ryan Reynolds,starring in Hollywood movies,CS
Dean Winchester,hunting monsters,DS
Pepé Le Pew,chasing cats,DS
Karl Marx,arguing against capitalism,CS
Michael Bay,entertaining teenagers,CS
George Clooney,promoting political causes,CS
Gustavo Fring,selling fried chicken,DS
Donald Rumsfeld,blanketing staff with memos,CS + DS
Katharine Hepburn,starring in Hollywood movies,CS + DS
Jerry Lee Lewis,playing rock piano,CS + DS
Donald Rumsfeld,promoting new wars,CS
Jayne Mansfield,starring in Hollywood movies,CS + DS
Wolverine,foiling the schemes of evil villains,DS
Henry Ford,making cars,CS
Jack The Ripper,eluding authorities,CS
Pepé Le Pew,womanizing,DS
Carrie Bradshaw,gossiping with galpals,DS
Henry Ford,running assembly lines,CS
Mahatma Gandhi,promoting vegetarianism,CS
Tony DiNozzo,solving mysteries,DS
Edward Snowden,leaking classified documents,CS
Dr. Dre,writing rap songs,CS + DS
Henry Ford,mass-producing cars,CS
John Wayne,walking like a man,CS
