Errol Flynn,womanizing,CS
Elvis Presley,starring in romantic comedies,CS
Dirty Harry Callahan,tracking down criminals,DS
Jack Bauer,tracking down terrorists,DS
Saul Goodman,protecting criminals,DS
Bjork,singing pop songs,CS + DS
Tyler Durden,attacking consumerism,DS
Kylo Ren,promoting the Dark Side,DS
Joseph Smith,searching for the messiah,CS
Truman Capote,writing modern fiction,CS
Montgomery Burns,releasing the hounds,DS
Oscar Wilde,writing short stories,CS
Captain America,foiling the schemes of evil villains,DS
Tom Ripley,planning confidence tricks,DS
Sauron,preparing for war,DS
Simon Cowell,manipulating ingenues,CS
Steve Martin,performing stand-up,CS
Fred Astaire,starring in Hollywood movies,CS
Joe Louis,winning boxing matches,CS
John Constantine,smoking Silk Cut cigarettes,DS
Montgomery Burns,amassing wealth,DS
Chewbacca,piloting the Millenium Falcon,DS
Harry Potter,studying magic tricks,DS
Severus Snape,teaching Defence Against the Dark Arts,DS
Bruce Banner,losing control,DS
Beatrix Potter,drawing whimsical cartoons,CS + DS
Mata Hari,seducing miltary officers,CS
Kylo Ren,duelling acrobatically,DS
Simon Cowell,promoting pop music,CS + DS
Mao Tse-tung,launching cultural revolutions,CS
Coriolanus Snow,running a bureaucracy,DS
Voltaire,promoting liberal values,CS
George Foreman,winning boxing matches,CS
Colin Farrell,womanizing,CS
George Michael,writing pop songs,CS
Voltaire,writing novels,CS
Elvis Presley,singing rock songs,CS
Charles Darwin,explaining natural selection,CS
Chewbacca,doing the Kessel run,DS
Jack The Ripper,terrorizing prostitutes,CS
El Chappo,running a criminal enterprise,CS + DS
Frank Sinatra,starring in romantic comedies,CS
Jason Voorhees,killing teenagers,DS
Jason Voorhees,slashing victims,DS
Karen Carpenter,playing drums,CS + DS
Travis Bickle,expressing violent urges,DS
Natasha Romanova,foiling the schemes of evil villains,DS
John Constantine,exorcising demons,DS
Uriah Heap,practicing insincerity,DS
King Richard III,devising evil schemes,CS
Frank Sinatra,crooning love songs,CS
Winona Ryder,starring in Hollywood movies,CS
Rico Tubbs,arresting drug dealers,DS
Adolf Hitler,creating an axis of evil,CS
Mel Gibson,making antisemitic remarks,CS
Rafael Nadal,winning tennis tournaments,CS
Severus Snape,brewing magican potions,DS
Frank Sinatra,singing middle-of-the-road songs,CS
JD Salinger,hiding from the public,CS
Saul Goodman,representing criminals,DS
Steve Jobs,running a technology company,CS
Selena Gomez,writing pop songs,CS + DS
Annie Oakley,promoting circus attractions,CS
Severus Snape,teaching magic,DS
Bernard Madoff,running pyramid schemes,CS
Steve Jobs,terrorizing employees,CS
Bertie Wooster,chasing flappers,DS
Leroy Jethro Gibbs,solving mysteries,DS
Oliver Cromwell,instigating rebellion,CS
Coriolanus Snow,running an empire,DS
Barbra Streisand,over-acting,CS
Janet Jackson,singing pop songs,CS
George Orwell,promoting liberalism,CS
Charles Darwin,promoting Darwinism,CS + DS
Joe DiMaggio,playing baseball,CS + DS
Adolf Hitler,launching a war,CS
Colin Farrell,making unauthorized sex tapes,CS
Pyotr Ilyich Tchaikovsky,composing classical music,CS + DS
Tom Ripley,forging art,DS
Rico Tubbs,punishing criminals,DS
Ali G,interviewing politicians,DS
Keith Moon,raising cain,CS
Beetlejuice,laughing maniacally,DS
Popeye,foiling the schemes of evil villains,DS
George Orwell,warning about totalitarianism,CS
Barney Stinson,seducing women,DS
Steve Jobs,running a software company,CS
